11686,3983440924114951
11687,3983441477763088
11688,3983441674895385
11689,3983444866760742
11690,3983445135196204
11691,3983445424603191
11692,3983445835644992
11693,3983446276046925
11694,3983446460596313
11704,3983661221544033
11714,3983662035239011
11715,3983674748174449
11716,3983697330307214
11717,3983721023930528
11727,3983746571436213
11734,3983775377916119
11744,3985511148683275
11751,3985520120299538
11763,3986202307068236
11764,3986214365692274
11783,3986230400516527
11784,3986237694411214
11785,3986237946069464
11786,3986238684266980
11787,3986267096482286
11788,3986267914371583
11789,3986268728066565
11790,3986270628086286
11791,3986270992990748
11792,3986271571804710
11853,3986315427447351
11890,3986327221830210
11901,3986332045279258
11911,3986349946568804
11921,3986355512410224
11931,3986357580202111
11933,3986552325931155
11943,3986561146552477
11953,3986583070179495
11972,3986591257460910
11973,3986592155041978
11989,3986630872662219
12000,3986632030290140
12011,3986635293458690
12022,3986636987957537
12033,3986638808285492
12044,3986640272097602
12056,3986651500249433
12066,3986652318138728
12077,3986654364959091
12078,3986655837159806
12090,3986673159635414
12101,3986675164512742
12112,3986676343112180
12124,3986679161684493
12135,3986679899882013
12146,3986680919097897
12157,3986683481817661
12167,3986683972551240
12178,3986685058875996
12180,3986686719820399
12211,3986924331336332
12218,3986926340407960
12219,3986926436876958
12235,3986930761204425
12251,3986936100553446
12252,3986936289297142
12262,3986943407031079
12263,3986946531787569
12273,3986958678491978
12274,3986959186002784
12284,3986965586510697
12285,3986968082121616
12286,3986975610897316
12287,3986979683566510
12288,3986983043204030
12289,3986984028865482
12290,3986985106801622
12291,3986985442345954
12292,3986987870847988
12293,3986988164449286
12294,3986989259162640
12323,3987001447810085
12324,3987001552667691
12335,3987002412500025
12343,3987003834369100
12354,3987005218489436
12365,3987006162207854
12376,3987007525356677
12387,3987009995801756
12398,3987011233121446
12409,3987012692739267
12410,3987014978634974
12420,3987021727270139
12430,3987022868120841
12440,3987023933474075
12459,3987035711079734
12475,3987053759169858
12476,3987056930063691
12492,3987147665442146
12493,3987153856234860
12530,3987301139219839
12540,3987315357910411
12550,3987316494566812
12557,3987324199503272
12558,3987374820558269
12565,3987385654445510
12575,3987394982577620
12585,3987399139132891
12586,3987406189757933
12587,3987406500136433
12588,3987406986675704
12589,3987407766816273
12590,3987408093972002
12591,3987408618260023
12592,3987409125770831
12593,3987409746527848
12594,3987413747893879
12595,3987413928248965
12596,3987414230238863
12597,3987414427371158
12598,3987414876161701
12599,3987415253649067
12600,3987415383672495
12601,3987415597582012
12602,3987415824074440
12612,3987417094948567
12613,3987417942197991
12620,3987418516817645
12627,3987419477313272
12637,3987420546860813
12638,3987421662545703
12648,3987422153279282
12649,3987423621285712
12659,3987425252869985
12666,3987429975656327
12676,3987431460439950
12683,3987434207709088
12693,3987436350998464
12703,3987439479949260
12704,3987440381724641
12714,3987451765065740
12727,3987476545013803
12767,3988440647731327
12768,3988474416072844
12770,3988512018008230
12777,3988706277198126
12787,3988763244235059
12797,3988772190685509
12807,3988830579591517
12817,3988840184547700
12818,3988862947035555
12819,3989126177357844
12826,3989127452426273
12836,3989227729846344
12846,3989264430006373
12856,3989264836853873
12866,3989272483070095
12867,3989274236289174
12886,3989283698639034
12905,3989318926598340
12906,3989458437537997
12907,3989461872672982
12917,3989483334926577
12927,3989525311521043
12937,3989526574006553
12944,3989527651942704
12954,3989529132532037
12973,3989530969637262
12974,3989532135653811
12981,3989532508946889
12988,3989532852879837
12995,3989533129703916
13002,3989563156726283
13030,3989593351520796
13040,3989594202964519
13050,3989598661509678
13060,3989603208135221
13061,3989628973744704
13071,3989629665804868
13081,3989835601937008
13118,3989846611985022
13119,3989856690897574
13138,3989860646126281
13148,3989861036196558
13158,3989863133348570
13168,3989866916610783
13178,3989896465482526
13179,3989904401105728
13180,3989905562927941
13190,3989906464703322
13191,3989927654327148
13192,3989939247383418
13202,3989940652475285
13213,3989942875456441
13224,3989944783864799
13235,3989946532889596
13246,3989948546155548
13258,3989952132285502
13269,3989953973584972
13280,3989955949102170
13291,3989957706515572
13303,3989959250019475
13314,3989962131506343
13325,3989963410769083
13336,3989964782306501
13356,3990034806211849
13366,3990798320534826
13392,3990938045384034
13402,3990941174334826
13412,3990965891368320
13431,3990972832941458
13432,3990992713942429
13433,3990994974672315
13434,3990996493010390
13435,3990998342698480
13445,3991006102160912
13464,3991008354502188
13474,3991010086749770
13475,3991015447070295
13485,3991017376450151
13495,3991029313439349
13505,3991029984528006
13515,3991032731797141
13516,3991050620503713
13526,3991293860775626
13536,3991285761574587
13543,3991301054007000
13563,3991318531671781
13564,3991335132727033
13565,3991384562599728
13575,3991398764513091
13585,3991402258368379
13586,3991406272317327
13614,3991443874252703
13651,3991639983130545
13652,3991670412806070
13663,3991699697436601
13673,3991701320632278
13694,3991803913308153
13704,3992000286427137
13714,3992000349341703
13724,3992002731706396
13734,3992017424353333
13744,3992018066081860
13754,3992018485512272
13764,3992019248875618
13774,3992019399870579
13784,3992021610268809
13795,3992028413429923
13805,1467257973640936
13806,1467257979436183
13807,3992036894312623
13817,3992038295210177
13836,3992054074181843
13837,3992064643827961
13865,3992106322626834
13866,3992114518296871
13876,3992116401539390
13886,3992359062997345
13896,3992371553634666
13906,3992397948389773
13913,3992461680839128
13941,3992495101053432
13951,3992543687868420
13970,3992698470268961
13971,3992910077100093
13972,3992935024820337
13991,3993174976757906
14001,3993198645215390
14011,3993255515783339
14021,3993274956382395
14031,3993398973563099
14041,3993445773607155
14060,3993505047511311
14070,3993505747960084
14080,3993508751081767
14099,3993510961479991
14100,3993511137640770
14101,3993522940412238
14102,3993534638326151
14112,3993539147202973
14113,3993539960897965
14123,3993531647787391
14133,3993547808440773
14161,3993585792057839
14162,3993598047814138
14172,3993607132676625
14195,3993614523040308
14207,3993644801720902
14208,3993675218813521
